#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
     36	    33.68	     0.00	    206041	CXO J004241.4+411617	 00 42 41.48	+41 16 17.87	   0.34	FALSE	FALSE	  22.99	         	         	         	1.590e-13	1.523e-13	1.658e-13
     36	    34.11	     0.00	      8341	CXO J004243.1+411640	 00 42 43.20	+41 16 40.15	   0.13	FALSE	FALSE	  13.91	4.291e-14	4.069e-14	4.514e-14	2.655e-14	2.526e-14	2.785e-14
     36	    36.16	     0.00	    208958	CXO J004241.2+411615	 00 42 41.21	+41 16 15.78	   0.29	FALSE	FALSE	   4.55	         	         	         	1.037e-14	9.216e-15	1.153e-14
     36	    37.39	     0.00	    208205	CXO J004247.1+411628	 00 42 47.17	+41 16 28.36	   0.06	 TRUE	FALSE	  60.45	8.603e-13	8.517e-13	8.690e-13	3.779e-13	3.751e-13	3.807e-13
     36	    39.00	     0.00	    208956	CXO J004240.8+411609	 00 42 40.89	+41 16 09.59	   0.87	FALSE	FALSE	   3.05	         	         	         	6.680e-15	4.497e-15	8.841e-15
     36	    42.06	     0.00	    206766	CXO J004247.8+411623	 00 42 47.86	+41 16 22.93	   0.15	FALSE	FALSE	   9.13	2.131e-14	1.952e-14	2.312e-14	1.783e-14	1.686e-14	1.882e-14
     36	    42.75	     0.00	    208955	CXO J004241.2+411544	 00 42 41.20	+41 15 44.77	   0.30	FALSE	FALSE	   4.32	         	         	         	1.135e-14	1.016e-14	1.256e-14
     36	    43.98	     0.00	    208034	CXO J004247.8+411549	 00 42 47.88	+41 15 49.77	   0.11	FALSE	FALSE	  25.48	1.308e-14	1.200e-14	1.417e-14	8.708e-14	8.553e-14	8.865e-14
     36	    44.58	     0.00	    208026	CXO J004242.0+411532	 00 42 42.08	+41 15 32.07	   0.10	 TRUE	FALSE	  13.97	2.747e-14	2.574e-14	2.921e-14	1.946e-14	1.877e-14	2.016e-14
     36	    46.16	     0.00	      8306	CXO J004245.0+411523	 00 42 45.10	+41 15 23.21	   0.10	FALSE	FALSE	  11.54	2.795e-14	2.607e-14	2.984e-14	2.030e-14	1.959e-14	2.100e-14
     36	    49.22	     0.00	    208684	CXO J004240.4+411545	 00 42 40.48	+41 15 45.75	   0.39	 TRUE	FALSE	  11.27	         	         	         	4.120e-14	3.773e-14	4.471e-14
     36	    51.60	     0.00	      8337	CXO J004248.7+411624	 00 42 48.71	+41 16 24.39	   0.11	FALSE	FALSE	  13.49	3.667e-14	3.490e-14	3.846e-14	1.650e-14	1.583e-14	1.717e-14
     36	    53.42	     0.00	      8314	CXO J004239.9+411547	 00 42 40.00	+41 15 47.51	   0.07	 TRUE	FALSE	  42.55	2.997e-13	2.948e-13	3.046e-13	1.399e-13	1.382e-13	1.416e-13
     36	    53.51	     0.00	      8311	CXO J004247.8+411532	 00 42 47.89	+41 15 32.94	   0.07	FALSE	FALSE	  29.24	2.171e-13	2.131e-13	2.212e-13	1.708e-13	1.689e-13	1.727e-13
     36	    54.12	     0.00	    207075	CXO J004239.5+411614	 00 42 39.58	+41 16 14.30	   0.29	FALSE	FALSE	  54.05	5.606e-13	5.506e-13	5.707e-13	2.587e-13	2.511e-13	2.664e-13
     36	    54.63	     0.00	      8343	CXO J004242.5+411659	 00 42 42.53	+41 16 59.25	   0.17	FALSE	FALSE	   6.45	1.185e-14	1.054e-14	1.316e-14	8.754e-15	8.178e-15	9.336e-15
     36	    54.65	     0.00	    208019	CXO J004243.7+411514	 00 42 43.79	+41 15 14.31	   0.17	FALSE	FALSE	   7.31	4.425e-14	3.472e-14	5.518e-14	1.597e-14	1.503e-14	1.692e-14
     36	    55.46	     0.00	    206404	CXO J004249.2+411601	 00 42 49.22	+41 16 01.15	   0.15	FALSE	FALSE	  12.12	         	         	         	4.187e-14	4.038e-14	4.339e-14
     36	    55.46	     0.00	      8307	CXO J004241.4+411523	 00 42 41.44	+41 15 23.86	   0.10	 TRUE	FALSE	  14.42	4.452e-14	4.251e-14	4.655e-14	2.194e-14	2.118e-14	2.270e-14
     36	    63.06	     0.00	    208169	CXO J004242.1+411510	 00 42 42.15	+41 15 10.65	   0.20	FALSE	FALSE	   5.39	         	         	         	9.314e-15	8.689e-15	9.945e-15
     36	    65.09	     0.00	    208188	CXO J004238.6+411603	 00 42 38.59	+41 16 03.64	   0.07	FALSE	FALSE	 113.69	3.312e-12	3.292e-12	3.332e-12	2.687e-12	2.679e-12	2.694e-12
     36	    65.87	     0.00	    208062	CXO J004249.7+411633	 00 42 49.77	+41 16 33.21	   0.18	FALSE	FALSE	  13.82	         	         	         	4.569e-14	4.402e-14	4.738e-14
     36	    66.75	     0.00	    207050	CXO J004248.5+411521	 00 42 48.52	+41 15 21.22	   0.06	FALSE	FALSE	  66.70	9.457e-13	9.367e-13	9.549e-13	4.339e-13	4.309e-13	4.369e-13
     36	    67.23	     0.00	    208168	CXO J004242.7+411503	 00 42 42.74	+41 15 03.87	   0.40	FALSE	FALSE	   4.92	         	         	         	5.755e-15	5.004e-15	6.513e-15
     36	    70.22	     0.00	    207049	CXO J004247.4+411507	 00 42 47.45	+41 15 07.70	   0.48	FALSE	FALSE	   8.23	         	         	         	1.786e-14	1.571e-14	2.002e-14
     36	    70.68	     0.00	    207956	CXO J004250.5+411557	 00 42 50.52	+41 15 56.40	   0.38	FALSE	FALSE	   4.89	4.031e-15	3.141e-15	4.926e-15	8.185e-15	7.090e-15	9.290e-15
     36	    74.22	     0.00	    207108	CXO J004239.6+411700	 00 42 39.66	+41 17 00.70	   0.81	FALSE	FALSE	   3.83	         	         	         	4.182e-15	3.101e-15	5.267e-15
     36	    74.29	     0.00	    206049	CXO J004245.2+411722	 00 42 45.21	+41 17 22.25	   0.13	FALSE	FALSE	  10.65	5.772e-14	5.494e-14	6.052e-14	2.384e-14	2.285e-14	2.484e-14
     36	    75.35	     0.00	    206477	CXO J004242.7+411455	 00 42 42.72	+41 14 55.51	   0.26	FALSE	FALSE	  17.67	         	         	         	7.594e-14	7.281e-14	7.909e-14
     36	    84.16	     0.00	    208017	CXO J004242.6+411446	 00 42 42.69	+41 14 46.56	   0.62	 TRUE	FALSE	   4.34	         	         	         	5.550e-15	4.275e-15	6.814e-15
     36	    84.34	     0.00	    207086	CXO J004251.3+411639	 00 42 51.31	+41 16 39.52	   0.44	FALSE	FALSE	   8.28	2.725e-14	1.926e-14	3.685e-14	1.772e-14	1.561e-14	1.986e-14
     36	    86.20	     0.00	      8301	CXO J004242.3+411445	 00 42 42.33	+41 14 45.48	   0.08	 TRUE	FALSE	  26.56	1.393e-13	1.358e-13	1.429e-13	7.886e-14	7.756e-14	8.017e-14
     36	    88.84	     0.00	    208036	CXO J004236.5+411554	 00 42 36.57	+41 15 54.76	   0.68	FALSE	FALSE	   4.08	         	         	         	5.142e-15	3.895e-15	6.387e-15
     36	    89.65	     0.00	    206987	CXO J004246.0+411736	 00 42 46.09	+41 17 36.07	   0.31	FALSE	FALSE	   4.87	         	         	         	1.110e-14	1.019e-14	1.203e-14
     36	    91.18	     0.00	      8348	CXO J004244.9+411739	 00 42 44.90	+41 17 39.58	   0.09	FALSE	FALSE	  15.98	5.976e-14	5.748e-14	6.206e-14	2.955e-14	2.873e-14	3.038e-14
     36	    96.45	     0.00	    207059	CXO J004252.5+411539	 00 42 52.52	+41 15 39.98	   0.06	FALSE	FALSE	  45.55	6.854e-14	6.713e-14	6.997e-14	3.945e-13	3.916e-13	3.974e-13
     36	    96.57	     0.00	    208792	CXO J004241.6+411437	 00 42 41.62	+41 14 37.06	   0.21	FALSE	FALSE	  10.32	         	         	         	3.114e-14	2.950e-14	3.280e-14
     36	    98.19	     0.00	    206206	CXO J004238.6+411723	 00 42 38.69	+41 17 23.18	   1.51	FALSE	FALSE	   3.31	         	         	         	7.643e-15	5.530e-15	1.012e-14
     36	    99.37	     0.00	    208209	CXO J004252.4+411648	 00 42 52.42	+41 16 48.66	   0.12	FALSE	FALSE	  16.96	         	         	         	4.888e-14	4.776e-14	5.002e-14
     36	   100.29	     0.00	    213851	CXO J004237.3+411709	 00 42 37.31	+41 17 09.89	   0.24	FALSE	FALSE	  16.32	         	         	         	6.729e-14	6.422e-14	7.039e-14
     36	   106.51	     0.00	      8618	CXO J004242.1+411424	 00 42 42.23	+41 14 24.79	   1.06	FALSE	FALSE	   5.16	1.335e-13	1.092e-13	1.581e-13	1.668e-13	1.271e-13	2.102e-13
     36	   106.89	     0.00	    207090	CXO J004243.9+411755	 00 42 43.96	+41 17 55.40	   0.20	FALSE	FALSE	  10.55	         	         	         	2.669e-14	2.553e-14	2.786e-14
     36	   107.86	     0.00	    206514	CXO J004249.1+411741	 00 42 49.14	+41 17 41.94	   0.14	 TRUE	FALSE	  11.37	4.046e-15	3.050e-15	5.040e-15	2.734e-14	2.641e-14	2.827e-14
     36	   113.84	     0.00	      8300	CXO J004239.5+411428	 00 42 39.54	+41 14 28.52	   0.09	 TRUE	FALSE	  20.32	6.855e-14	6.619e-14	7.093e-14	4.425e-14	4.324e-14	4.528e-14
     36	   114.90	     0.00	    206307	CXO J004251.8+411726	 00 42 51.81	+41 17 26.92	   0.61	FALSE	FALSE	   6.83	         	         	         	2.737e-14	2.341e-14	3.137e-14
     36	   117.10	     0.00	    205857	CXO J004234.7+411523	 00 42 34.77	+41 15 23.39	   0.32	FALSE	FALSE	   8.03	9.102e-14	8.092e-14	1.012e-13	9.749e-14	8.451e-14	1.106e-13
     36	   118.37	     0.00	      8333	CXO J004233.8+411619	 00 42 33.90	+41 16 19.70	   0.09	FALSE	FALSE	  19.96	9.497e-14	9.207e-14	9.789e-14	4.807e-14	4.704e-14	4.911e-14
     36	   118.81	     0.00	      8299	CXO J004239.2+411424	 00 42 39.24	+41 14 24.71	   0.78	FALSE	FALSE	   3.64	1.511e-15	1.038e-15	1.985e-15	         	         	         
     36	   119.36	     0.00	    207065	CXO J004254.9+411603	 00 42 54.93	+41 16 03.22	   0.06	FALSE	FALSE	  62.84	8.902e-13	8.814e-13	8.991e-13	4.294e-13	4.264e-13	4.324e-13
     36	   119.82	     0.00	    207953	CXO J004247.1+411413	 00 42 47.19	+41 14 13.14	   1.12	FALSE	FALSE	   3.03	         	         	         	3.126e-15	2.100e-15	4.148e-15
     36	   121.63	     0.00	      8296	CXO J004245.0+411407	 00 42 45.09	+41 14 07.26	   0.14	FALSE	FALSE	  18.29	5.196e-14	4.967e-14	5.427e-14	1.994e-14	1.916e-14	2.072e-14
     36	   124.39	     0.00	      8347	CXO J004252.3+411734	 00 42 52.30	+41 17 34.87	   0.36	FALSE	FALSE	   6.51	9.545e-15	8.097e-15	1.101e-14	7.469e-15	6.628e-15	8.319e-15
     36	   125.23	     0.00	    208231	CXO J004255.4+411608	 00 42 55.46	+41 16 08.27	   1.40	FALSE	FALSE	   3.74	         	         	         	4.501e-15	3.313e-15	5.701e-15
     36	   129.62	     0.00	    208164	CXO J004237.0+411428	 00 42 37.09	+41 14 28.09	   0.12	FALSE	FALSE	  12.94	         	         	         	4.203e-14	4.091e-14	4.316e-14
     36	   135.16	     0.00	      8315	CXO J004232.5+411545	 00 42 32.54	+41 15 45.49	   0.60	FALSE	FALSE	   4.87	6.851e-15	5.509e-15	8.206e-15	         	         	         
     36	   136.28	     0.00	    208969	CXO J004232.7+411648	 00 42 32.79	+41 16 48.59	   0.89	FALSE	FALSE	   3.63	         	         	         	8.862e-15	7.088e-15	1.063e-14
     36	   137.69	     0.00	    206014	CXO J004252.7+411428	 00 42 52.78	+41 14 28.95	   0.26	FALSE	FALSE	  11.42	         	         	         	5.206e-14	4.928e-14	5.488e-14
     36	   138.72	     0.00	      8355	CXO J004249.2+411815	 00 42 49.24	+41 18 15.92	   0.09	FALSE	FALSE	  28.50	1.168e-13	1.137e-13	1.198e-13	5.259e-14	5.151e-14	5.368e-14
     36	   142.70	     0.00	    208081	CXO J004232.6+411702	 00 42 32.64	+41 17 02.71	   0.52	FALSE	FALSE	   3.96	         	         	         	6.336e-15	5.591e-15	7.088e-15
     36	   144.51	     0.00	    206778	CXO J004252.4+411800	 00 42 52.49	+41 18 00.27	   0.23	FALSE	FALSE	  21.92	         	         	         	6.715e-14	6.512e-14	6.920e-14
     36	   149.05	     0.00	    213862	CXO J004235.1+411421	 00 42 35.19	+41 14 21.14	   0.91	FALSE	FALSE	   4.16	         	         	         	1.201e-14	9.129e-15	1.486e-14
     36	   149.47	     0.00	    208201	CXO J004231.1+411621	 00 42 31.14	+41 16 21.57	   0.07	FALSE	FALSE	  39.27	7.621e-13	7.527e-13	7.716e-13	3.688e-13	3.660e-13	3.715e-13
     36	   160.66	     0.00	    208952	CXO J004231.7+411454	 00 42 31.73	+41 14 54.08	   0.74	FALSE	FALSE	   4.67	         	         	         	1.470e-14	1.220e-14	1.722e-14
     36	   162.32	     0.00	      8309	CXO J004258.3+411529	 00 42 58.32	+41 15 29.22	   0.10	FALSE	FALSE	  20.22	1.015e-13	9.854e-14	1.045e-13	3.424e-14	3.333e-14	3.515e-14
     36	   163.27	     0.00	      8361	CXO J004240.2+411845	 00 42 40.23	+41 18 45.11	   0.09	FALSE	FALSE	  20.33	8.991e-14	8.694e-14	9.292e-14	7.556e-14	7.427e-14	7.685e-14
     36	   163.51	     0.00	    208367	CXO J004236.6+411350	 00 42 36.61	+41 13 50.34	   0.26	FALSE	FALSE	   5.86	3.896e-15	3.183e-15	4.617e-15	9.755e-15	9.148e-15	1.037e-14
     36	   164.72	     0.00	      7531	CXO J004234.4+411809	 00 42 34.44	+41 18 09.64	   0.36	FALSE	FALSE	   6.95	8.780e-14	7.863e-14	9.705e-14	2.447e-13	1.987e-13	2.942e-13
     36	   165.15	     0.00	      8376	CXO J004230.2+411653	 00 42 30.24	+41 16 53.04	   0.72	FALSE	FALSE	   3.09	1.132e-14	8.826e-15	1.380e-14	         	         	         
     36	   166.46	     0.00	      8290	CXO J004240.6+411327	 00 42 40.66	+41 13 27.43	   0.09	FALSE	FALSE	  17.73	1.156e-13	1.123e-13	1.190e-13	7.902e-14	7.771e-14	8.035e-14
     36	   169.44	     0.00	      8425	CXO J004243.3+411319	 00 42 43.31	+41 13 19.57	   0.19	FALSE	FALSE	  20.06	4.114e-14	3.965e-14	4.263e-14	1.618e-14	1.509e-14	1.729e-14
     36	   172.32	     0.00	    207088	CXO J004259.3+411643	 00 42 59.33	+41 16 43.08	   0.39	FALSE	FALSE	  11.52	         	         	         	1.477e-14	1.375e-14	1.580e-14
     36	   172.59	     0.00	      8356	CXO J004252.5+411834	 00 42 52.53	+41 18 34.51	   1.03	FALSE	FALSE	   3.71	2.217e-15	1.569e-15	2.859e-15	         	         	         
     36	   173.26	     0.00	    206129	CXO J004229.1+411547	 00 42 29.10	+41 15 47.24	   0.55	FALSE	FALSE	   8.17	         	         	         	3.921e-14	3.447e-14	4.400e-14
     36	   174.99	     0.00	      8323	CXO J004259.8+411605	 00 42 59.87	+41 16 05.77	   0.07	FALSE	FALSE	  51.54	5.656e-13	5.584e-13	5.728e-13	2.146e-13	2.124e-13	2.167e-13
     37	     0.37	     0.02	    143842	CXO J013350.9+303936	 01 33 50.92	+30 39 36.72	   0.40	 TRUE	FALSE	 129.21	2.331e-12	2.320e-12	2.341e-12	         	         	         
     37	     6.62	     0.00	     31997	CXO J013350.5+303931	 01 33 50.56	+30 39 31.76	   0.48	 TRUE	FALSE	   4.76	3.599e-15	2.756e-15	4.444e-15	         	         	         
     37	     9.90	     0.00	     32129	CXO J013351.3+303929	 01 33 51.38	+30 39 29.19	   0.56	 TRUE	FALSE	   3.06	1.643e-16	0.000e+00	6.675e-16	         	         	         
     37	    52.09	     0.00	     33560	CXO J013347.5+303907	 01 33 47.55	+30 39 07.57	   3.03	FALSE	FALSE	   4.59	1.522e-14	1.003e-14	2.043e-14	         	         	         
     37	    55.29	     0.00	    215355	CXO J013352.1+303844	 01 33 52.18	+30 38 44.06	   0.72	FALSE	FALSE	   4.26	2.329e-15	1.654e-15	3.004e-15	         	         	         
     37	    63.80	     0.00	     31995	CXO J013355.7+303925	 01 33 55.75	+30 39 25.15	   0.66	FALSE	FALSE	   3.65	1.143e-15	7.797e-16	1.505e-15	         	         	         
     37	    75.38	     0.00	    146083	CXO J013350.5+303821	 01 33 50.51	+30 38 21.58	   0.23	FALSE	FALSE	  13.69	1.865e-14	1.785e-14	1.945e-14	         	         	         
     37	    78.98	     0.00	    146092	CXO J013347.5+304043	 01 33 47.58	+30 40 43.21	   0.41	FALSE	FALSE	   3.85	1.972e-15	1.635e-15	2.312e-15	         	         	         
     37	   111.03	     0.00	     33278	CXO J013358.0+304039	 01 33 58.02	+30 40 39.02	   0.82	FALSE	FALSE	   3.48	2.655e-15	1.982e-15	3.324e-15	         	         	         
     37	   121.60	     0.00	    146082	CXO J013346.5+303748	 01 33 46.56	+30 37 48.79	   0.19	FALSE	FALSE	  22.10	3.840e-14	3.746e-14	3.934e-14	         	         	         
     37	   124.43	     0.00	     33465	CXO J013341.8+303855	 01 33 41.81	+30 38 55.04	   3.89	 TRUE	FALSE	   3.84	0.000e+00	         	3.454e-15	         	         	         
     37	   124.86	     0.00	     33297	CXO J013342.0+303846	 01 33 42.03	+30 38 46.69	   2.76	 TRUE	FALSE	   6.29	4.072e-15	8.476e-16	7.306e-15	         	         	         
     37	   128.26	     0.00	    143826	CXO J013343.5+304103	 01 33 43.58	+30 41 03.77	   0.65	FALSE	FALSE	   3.78	2.332e-15	1.758e-15	2.909e-15	         	         	         
     37	   137.72	     0.00	     32412	CXO J013345.3+304134	 01 33 45.34	+30 41 34.46	   2.64	FALSE	FALSE	   4.74	8.736e-15	6.898e-15	1.059e-14	         	         	         
     37	   145.88	     0.00	     32000	CXO J013339.9+304015	 01 33 39.99	+30 40 15.71	   0.88	FALSE	FALSE	   3.63	1.223e-15	8.258e-16	1.624e-15	         	         	         
     37	   146.04	     0.00	    215321	CXO J013341.4+303816	 01 33 41.45	+30 38 16.16	   1.08	FALSE	FALSE	   3.13	2.888e-15	2.000e-15	3.923e-15	         	         	         
     37	   148.02	     0.00	     31989	CXO J013356.7+303729	 01 33 56.77	+30 37 29.73	   0.20	 TRUE	FALSE	  21.82	4.533e-14	4.436e-14	4.631e-14	         	         	         
     37	   157.52	     0.00	    143799	CXO J013340.9+303805	 01 33 40.94	+30 38 05.52	   0.83	FALSE	FALSE	   7.72	9.880e-15	8.311e-15	1.143e-14	         	         	         
     37	   159.11	     0.00	    143782	CXO J013401.0+304108	 01 34 00.99	+30 41 08.02	   0.78	FALSE	FALSE	   5.25	4.559e-15	3.823e-15	5.287e-15	         	         	         
     37	   162.08	     0.00	    146120	CXO J013402.4+304040	 01 34 02.44	+30 40 40.60	   0.58	FALSE	FALSE	   3.61	2.060e-15	1.716e-15	2.406e-15	         	         	         
     37	   166.67	     0.00	    146135	CXO J013401.0+303753	 01 34 01.04	+30 37 53.81	   1.06	FALSE	FALSE	   5.07	2.567e-15	2.014e-15	3.121e-15	         	         	         
     37	   167.36	     0.00	     32377	CXO J013339.2+304050	 01 33 39.22	+30 40 49.99	   0.26	FALSE	FALSE	  11.01	1.442e-14	1.370e-14	1.515e-14	         	         	         
     37	   168.53	     0.00	     31986	CXO J013356.8+303706	 01 33 56.83	+30 37 06.68	   0.25	 TRUE	FALSE	  10.77	1.694e-14	1.619e-14	1.769e-14	         	         	         
     37	   169.63	     0.00	     32005	CXO J013341.5+304136	 01 33 41.57	+30 41 36.45	   0.28	 TRUE	FALSE	   9.42	9.536e-15	8.819e-15	1.026e-14	         	         	         
     37	   173.82	     0.00	    143832	CXO J013337.6+304009	 01 33 37.66	+30 40 09.49	   0.64	FALSE	FALSE	   3.58	2.082e-15	1.414e-15	2.747e-15	         	         	         
     37	   176.42	     0.00	    146090	CXO J013338.0+304035	 01 33 38.00	+30 40 35.59	   0.42	FALSE	FALSE	   4.90	6.526e-15	5.843e-15	7.217e-15	         	         	         
     37	   177.86	     0.00	    146084	CXO J013337.9+303837	 01 33 37.90	+30 38 37.38	   0.51	FALSE	FALSE	   6.14	6.456e-15	5.781e-15	7.138e-15	         	         	         
     38	   105.20	     0.00	      8005	CXO J004030.5+414152	 00 40 30.55	+41 41 52.61	   0.64	FALSE	FALSE	   4.82	1.586e-14	1.274e-14	1.931e-14	         	         	         
     38	   129.56	     0.00	      8006	CXO J004013.7+414236	 00 40 13.72	+41 42 36.66	   0.77	FALSE	FALSE	   5.04	1.663e-14	1.308e-14	1.940e-14	         	         	         
     38	   138.78	     0.00	      8003	CXO J004009.9+414040	 00 40 09.92	+41 40 40.70	   0.62	FALSE	FALSE	   6.65	5.282e-14	4.489e-14	6.084e-14	         	         	         
     57	    33.77	     0.00	     39743	CXO J161346.5+542144	 16 13 46.50	+54 21 44.90	   1.54	FALSE	FALSE	   4.54	3.889e-14	3.002e-14	4.861e-14	         	         	         
     57	   152.82	     0.00	     39739	CXO J161401.7+542042	 16 14 01.79	+54 20 42.82	   3.42	FALSE	FALSE	   3.67	1.990e-14	1.299e-14	2.733e-14	         	         	         
     63	    24.07	     0.00	    238841	CXO J005453.3-374127	 00 54 53.33	-37 41 27.81	   1.62	FALSE	FALSE	   3.38	7.932e-15	5.686e-15	1.053e-14	         	         	         
     63	   134.56	     0.00	    238840	CXO J005457.1-374310	 00 54 57.19	-37 43 10.96	   2.02	FALSE	FALSE	   3.24	4.739e-15	2.898e-15	6.807e-15	         	         	         
     63	   139.44	     0.00	    238836	CXO J005450.3-373849	 00 54 50.37	-37 38 49.35	   0.77	FALSE	FALSE	   5.61	3.155e-14	2.619e-14	3.748e-14	2.572e-14	2.036e-14	3.111e-14
     63	   151.58	     0.00	    224344	CXO J005440.7-374048	 00 54 40.78	-37 40 48.44	   1.66	FALSE	FALSE	   6.52	         	         	         	5.539e-14	4.701e-14	6.386e-14
     64	    23.25	     0.00	    118233	CXO J001452.3-391206	 00 14 52.34	-39 12 06.00	   1.00	FALSE	FALSE	   4.37	4.295e-15	3.299e-15	5.289e-15	         	         	         
     64	    38.22	     0.00	    118200	CXO J001452.6-391224	 00 14 52.60	-39 12 24.31	   0.76	FALSE	FALSE	   5.95	5.482e-15	4.536e-15	6.438e-15	         	         	         
     64	    40.57	     0.00	    118204	CXO J001457.0-391139	 00 14 57.01	-39 11 39.20	   0.30	FALSE	FALSE	  42.74	4.204e-13	4.110e-13	4.299e-13	         	         	         
     64	    57.78	     0.00	    118308	CXO J001457.1-391228	 00 14 57.17	-39 12 28.15	   1.18	FALSE	FALSE	   3.31	1.160e-15	7.786e-16	1.602e-15	         	         	         
     64	    65.41	     0.00	    118208	CXO J001452.0-391045	 00 14 52.00	-39 10 45.19	   0.44	FALSE	FALSE	  50.28	5.342e-13	5.249e-13	5.435e-13	         	         	         
