#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
     86	    93.48	     0.00	     77825	CXO J023644.9+594017	 02 36 44.95	+59 40 17.41	   0.76	FALSE	FALSE	   3.56	4.126e-15	3.078e-15	5.361e-15	         	         	         
     86	    99.23	     0.00	     77756	CXO J023622.3+593914	 02 36 22.37	+59 39 14.43	   0.73	FALSE	FALSE	   4.29	4.988e-15	3.796e-15	6.179e-15	         	         	         
     86	   100.42	     0.00	     77739	CXO J023623.3+593837	 02 36 23.30	+59 38 37.76	   0.49	FALSE	FALSE	   9.08	1.741e-14	1.547e-14	1.932e-14	         	         	         
     86	   104.46	     0.00	     77865	CXO J023622.4+593951	 02 36 22.41	+59 39 51.28	   0.97	FALSE	FALSE	   3.03	2.823e-15	1.868e-15	3.784e-15	         	         	         
     86	   105.22	     0.00	     77768	CXO J023649.3+593921	 02 36 49.34	+59 39 21.45	   0.47	FALSE	FALSE	   8.96	2.084e-14	1.852e-14	2.318e-14	         	         	         
     86	   108.60	     0.00	     77824	CXO J023622.6+594005	 02 36 22.61	+59 40 05.86	   0.75	FALSE	FALSE	   5.24	6.734e-15	5.465e-15	8.016e-15	         	         	         
     86	   108.89	     0.00	     77733	CXO J023637.9+593730	 02 36 37.99	+59 37 30.52	   0.60	FALSE	FALSE	   4.96	3.326e-15	2.675e-15	4.040e-15	         	         	         
     86	   111.55	     0.00	     77793	CXO J023646.4+594031	 02 36 46.47	+59 40 31.80	   0.49	FALSE	FALSE	   8.55	1.394e-14	1.232e-14	1.557e-14	         	         	         
     86	   122.31	     0.00	     77736	CXO J023621.9+593811	 02 36 21.91	+59 38 11.35	   0.42	FALSE	FALSE	  28.25	1.337e-13	1.290e-13	1.384e-13	         	         	         
     86	   127.92	     0.00	     77823	CXO J023619.7+594003	 02 36 19.72	+59 40 03.90	   0.91	FALSE	FALSE	   3.51	3.116e-15	2.251e-15	4.105e-15	         	         	         
     86	   129.54	     0.00	     77813	CXO J023621.4+593803	 02 36 21.42	+59 38 03.84	   0.91	FALSE	FALSE	   3.04	6.964e-16	3.095e-16	1.087e-15	         	         	         
     86	   131.58	     0.00	     77795	CXO J023624.0+594056	 02 36 24.04	+59 40 56.85	   0.46	FALSE	FALSE	  12.47	3.873e-14	3.564e-14	4.185e-14	         	         	         
     86	   134.59	     0.00	     77798	CXO J023628.7+594122	 02 36 28.75	+59 41 22.32	   0.55	 TRUE	FALSE	   8.06	1.643e-14	1.436e-14	1.847e-14	         	         	         
     86	   136.77	     0.00	     77800	CXO J023628.9+594125	 02 36 28.90	+59 41 25.13	   0.52	 TRUE	FALSE	   9.58	2.336e-14	2.093e-14	2.582e-14	         	         	         
     86	   138.45	     0.00	     77796	CXO J023646.8+594106	 02 36 46.83	+59 41 06.08	   0.52	FALSE	FALSE	   8.42	8.832e-15	7.772e-15	9.903e-15	         	         	         
     86	   147.06	     0.00	     77738	CXO J023653.5+593824	 02 36 53.52	+59 38 24.05	   0.50	FALSE	FALSE	   8.23	1.398e-14	1.229e-14	1.568e-14	         	         	         
     86	   147.38	     0.00	     77786	CXO J023616.7+593956	 02 36 16.70	+59 39 56.67	   0.65	FALSE	FALSE	   6.42	8.093e-15	6.752e-15	9.421e-15	         	         	         
     86	   148.43	     0.00	     77801	CXO J023641.6+594138	 02 36 41.63	+59 41 38.58	   0.75	FALSE	FALSE	   5.49	3.923e-15	3.156e-15	4.698e-15	         	         	         
     86	   151.54	     0.00	     77828	CXO J023647.0+594121	 02 36 47.07	+59 41 21.12	   0.94	FALSE	FALSE	   4.18	6.277e-15	4.904e-15	7.865e-15	         	         	         
     86	   160.69	     0.00	     77794	CXO J023616.9+594036	 02 36 16.97	+59 40 36.47	   0.66	FALSE	FALSE	   6.83	8.347e-15	7.077e-15	9.630e-15	         	         	         
     86	   165.36	     0.00	     77809	CXO J023625.1+593651	 02 36 25.19	+59 36 51.83	   1.07	FALSE	FALSE	   3.15	6.448e-16	3.229e-16	9.994e-16	         	         	         
     86	   167.51	     0.00	     77831	CXO J023638.7+594203	 02 36 38.74	+59 42 03.36	   0.99	FALSE	FALSE	   3.91	6.842e-15	5.221e-15	8.697e-15	         	         	         
     86	   169.80	     0.00	     77806	CXO J023633.2+593628	 02 36 33.28	+59 36 28.71	   0.96	FALSE	FALSE	   3.42	1.501e-15	1.064e-15	2.010e-15	         	         	         
     86	   171.18	     0.00	     77731	CXO J023646.3+593647	 02 36 46.35	+59 36 47.76	   0.56	FALSE	FALSE	   7.31	1.615e-14	1.395e-14	1.836e-14	         	         	         
     86	   174.65	     0.00	     77799	CXO J023651.3+594124	 02 36 51.31	+59 41 24.54	   0.95	FALSE	FALSE	   4.01	1.561e-15	1.154e-15	2.016e-15	         	         	         
     86	   175.81	     0.00	     77797	CXO J023618.2+594115	 02 36 18.24	+59 41 15.56	   0.71	FALSE	FALSE	   7.47	1.332e-14	1.153e-14	1.512e-14	         	         	         
     86	   178.50	     0.00	     77789	CXO J023657.6+594018	 02 36 57.60	+59 40 18.80	   0.63	FALSE	FALSE	   6.94	6.208e-15	5.248e-15	7.159e-15	         	         	         
     89	     5.97	     0.00	     34070	CXO J043048.1+645050	 04 30 48.16	+64 50 50.98	   0.41	 TRUE	FALSE	  15.01	9.883e-14	9.231e-14	1.054e-13	         	         	         
     89	     6.86	     0.00	     34071	CXO J043048.6+645058	 04 30 48.65	+64 50 58.94	   0.42	FALSE	FALSE	  15.74	1.810e-13	1.696e-13	1.923e-13	         	         	         
     89	     7.47	     0.00	     34068	CXO J043048.2+645047	 04 30 48.28	+64 50 46.99	   0.59	 TRUE	FALSE	   3.54	1.452e-14	1.072e-14	1.831e-14	         	         	         
     89	    21.00	     0.00	     34093	CXO J043046.3+645104	 04 30 46.31	+64 51 04.18	   0.53	FALSE	FALSE	   3.73	4.911e-15	3.014e-15	6.815e-15	         	         	         
     89	    53.50	     0.00	     34069	CXO J043057.4+645048	 04 30 57.43	+64 50 48.98	   0.64	FALSE	FALSE	   4.39	1.709e-14	1.339e-14	2.126e-14	         	         	         
     89	   152.35	     0.00	     34076	CXO J043025.3+645035	 04 30 25.31	+64 50 35.76	   0.92	FALSE	FALSE	   3.29	1.060e-14	0.000e+00	8.020e-15	         	         	         
     89	   159.91	     0.00	     34072	CXO J043114.0+645108	 04 31 14.03	+64 51 08.06	   0.73	FALSE	FALSE	   5.90	1.297e-14	1.074e-14	1.522e-14	         	         	         
     89	   164.71	     0.00	     34087	CXO J043114.5+645024	 04 31 14.52	+64 50 24.64	   1.21	FALSE	FALSE	   3.05	1.456e-14	1.018e-14	1.979e-14	         	         	         
    100	     0.03	     0.93	     11459	CXO J010927.0+354305	 01 09 27.02	+35 43 05.27	   0.80	FALSE	FALSE	   3.57	4.702e-14	0.000e+00	3.495e-14	         	         	         
    102	     0.03	     0.82	    121050	CXO J034648.6+680546	 03 46 48.50	+68 05 46.92	   0.32	FALSE	FALSE	  58.49	3.961e-13	3.893e-13	4.030e-13	9.668e-14	8.795e-14	1.055e-13
    102	     6.01	     0.00	    246396	CXO J034649.5+680544	 03 46 49.50	+68 05 44.70	   0.56	FALSE	FALSE	   4.63	         	         	         	2.756e-14	2.166e-14	3.343e-14
    102	    21.11	     0.00	    121071	CXO J034644.9+680553	 03 46 44.91	+68 05 53.39	   1.09	FALSE	FALSE	   8.50	1.735e-14	1.514e-14	1.953e-14	         	         	         
    102	    25.82	     0.00	    121081	CXO J034652.5+680534	 03 46 52.58	+68 05 34.86	   1.02	FALSE	FALSE	   8.21	2.226e-14	1.969e-14	2.486e-14	         	         	         
    102	    36.28	     0.00	    121053	CXO J034643.6+680611	 03 46 43.68	+68 06 11.15	   0.35	FALSE	FALSE	  31.00	1.623e-13	1.571e-13	1.676e-13	5.317e-14	4.622e-14	6.019e-14
    102	    49.09	     0.00	    121047	CXO J034652.8+680504	 03 46 52.81	+68 05 04.14	   0.66	FALSE	FALSE	  14.86	5.702e-14	5.312e-14	6.088e-14	         	         	         
    102	    59.48	     0.00	    121054	CXO J034657.4+680619	 03 46 57.44	+68 06 19.07	   0.35	FALSE	FALSE	  31.96	3.764e-13	3.647e-13	3.882e-13	9.214e-14	8.377e-14	1.006e-13
    102	    72.04	     0.00	    121082	CXO J034637.6+680625	 03 46 37.68	+68 06 25.97	   1.63	FALSE	FALSE	   3.57	0.000e+00	         	6.479e-16	         	         	         
    102	    90.92	     0.00	    121083	CXO J034651.5+680716	 03 46 51.52	+68 07 16.23	   1.67	FALSE	FALSE	   5.55	4.948e-15	3.256e-15	6.648e-15	         	         	         
    102	    96.11	     0.00	    121069	CXO J034704.8+680518	 03 47 04.89	+68 05 18.24	   1.81	FALSE	FALSE	   7.28	7.957e-15	6.258e-15	9.651e-15	         	         	         
    102	   134.92	     0.00	    121118	CXO J034626.3+680453	 03 46 26.33	+68 04 53.92	   1.52	FALSE	FALSE	   3.46	1.721e-15	1.051e-15	2.393e-15	         	         	         
    102	   152.16	     0.00	    121043	CXO J034627.4+680410	 03 46 27.45	+68 04 10.66	   0.46	FALSE	FALSE	  19.84	6.173e-14	5.864e-14	6.485e-14	1.556e-14	1.153e-14	1.958e-14
    102	   152.88	     0.00	    121048	CXO J034622.2+680505	 03 46 22.20	+68 05 05.58	   0.44	FALSE	FALSE	  15.48	3.398e-14	3.179e-14	3.619e-14	1.805e-14	1.383e-14	2.227e-14
    102	   153.05	     0.00	    121044	CXO J034626.0+680419	 03 46 26.00	+68 04 19.97	   0.72	FALSE	FALSE	   7.77	4.212e-15	3.507e-15	4.924e-15	         	         	         
    102	   156.50	     0.00	    121091	CXO J034659.4+680322	 03 46 59.42	+68 03 22.83	   1.97	FALSE	FALSE	   4.41	4.182e-15	2.408e-15	5.949e-15	         	         	         
    102	   174.37	     0.00	    121072	CXO J034617.4+680604	 03 46 17.49	+68 06 04.35	   0.99	FALSE	FALSE	   4.36	4.812e-15	3.663e-15	5.969e-15	         	         	         
    104	     9.79	     0.00	     47710	CXO J073650.0+653603	 07 36 50.08	+65 36 03.77	   0.31	FALSE	FALSE	  20.30	7.739e-14	7.454e-14	8.022e-14	         	         	         
    104	    24.34	     0.00	     47659	CXO J073655.3+653607	 07 36 55.32	+65 36 07.84	   0.79	FALSE	FALSE	   4.60	2.287e-15	1.872e-15	2.707e-15	         	         	         
    104	    25.72	     0.00	     47600	CXO J073647.5+653618	 07 36 47.55	+65 36 18.83	   0.44	 TRUE	FALSE	   8.04	9.239e-15	8.367e-15	1.010e-14	         	         	         
    104	    27.13	     0.00	     47543	CXO J073647.6+653623	 07 36 47.64	+65 36 23.14	   0.58	 TRUE	FALSE	   5.86	5.564e-15	4.746e-15	6.390e-15	         	         	         
    104	    32.98	     0.00	     47711	CXO J073646.1+653613	 07 36 46.13	+65 36 13.78	   0.49	FALSE	FALSE	  11.04	2.661e-14	2.422e-14	2.902e-14	         	         	         
    104	    33.04	     0.00	     47669	CXO J073651.9+653642	 07 36 51.97	+65 36 42.05	   0.63	FALSE	FALSE	   3.80	1.780e-15	1.293e-15	2.271e-15	         	         	         
    104	    36.51	     0.00	     47613	CXO J073657.2+653603	 07 36 57.22	+65 36 03.53	   0.48	FALSE	FALSE	   3.85	1.257e-15	1.004e-15	1.511e-15	         	         	         
    104	    37.14	     0.00	     47726	CXO J073653.9+653535	 07 36 53.94	+65 35 35.57	   0.81	FALSE	FALSE	   3.28	4.862e-15	3.479e-15	6.236e-15	         	         	         
    104	    37.43	     0.00	     47170	CXO J073652.4+653646	 07 36 52.40	+65 36 46.11	   0.83	 TRUE	FALSE	   3.62	7.652e-15	5.358e-15	9.933e-15	         	         	         
    104	    38.51	     0.00	    224099	CXO J073655.6+653540	 07 36 55.59	+65 35 40.79	   0.23	FALSE	FALSE	  55.17	5.050e-13	5.002e-13	5.098e-13	1.673e-13	1.425e-13	1.945e-13
    104	    39.88	     0.00	     47612	CXO J073645.2+653557	 07 36 45.25	+65 35 57.48	   0.43	FALSE	FALSE	   4.80	3.765e-15	3.277e-15	4.247e-15	         	         	         
    104	    46.44	     0.00	     47662	CXO J073645.7+653640	 07 36 45.79	+65 36 40.00	   0.63	FALSE	FALSE	   3.54	9.719e-16	6.598e-16	1.285e-15	         	         	         
    104	    71.97	     0.00	     47682	CXO J073642.0+653651	 07 36 42.03	+65 36 51.74	   0.24	FALSE	FALSE	  14.94	2.058e-14	1.984e-14	2.132e-14	         	         	         
    104	    72.01	     0.00	     47615	CXO J073656.0+653715	 07 36 56.04	+65 37 15.22	   0.72	FALSE	FALSE	   3.97	3.772e-15	3.092e-15	4.459e-15	         	         	         
    104	    92.87	     0.00	     47733	CXO J073702.6+653710	 07 37 02.61	+65 37 10.89	   0.60	FALSE	FALSE	   3.37	1.278e-15	9.768e-16	1.577e-15	         	         	         
    104	    96.79	     0.00	     47598	CXO J073707.0+653613	 07 37 07.00	+65 36 13.80	   0.76	FALSE	FALSE	   3.37	3.252e-15	2.308e-15	4.351e-15	         	         	         
    104	    97.56	     0.00	     47133	CXO J073635.6+653608	 07 36 35.65	+65 36 08.36	   0.44	FALSE	FALSE	   6.45	8.244e-15	7.416e-15	9.080e-15	         	         	         
    104	    98.30	     0.00	     47597	CXO J073707.1+653556	 07 37 07.13	+65 35 56.54	   0.42	FALSE	FALSE	   4.91	4.126e-15	3.510e-15	4.747e-15	         	         	         
    104	   101.34	     0.00	     47665	CXO J073707.0+653639	 07 37 07.00	+65 36 39.69	   0.67	FALSE	FALSE	   3.84	2.475e-15	1.805e-15	3.146e-15	         	         	         
    104	   104.19	     0.00	     47583	CXO J073707.2+653643	 07 37 07.28	+65 36 43.47	   0.75	 TRUE	FALSE	   3.91	2.187e-15	1.118e-15	3.254e-15	         	         	         
    104	   112.83	     0.00	     47593	CXO J073709.1+653544	 07 37 09.15	+65 35 44.16	   0.30	FALSE	FALSE	  26.91	1.066e-13	1.030e-13	1.102e-13	         	         	         
    104	   116.75	     0.00	     47595	CXO J073709.8+653546	 07 37 09.89	+65 35 46.72	   0.36	FALSE	FALSE	   4.29	4.289e-15	3.690e-15	4.894e-15	         	         	         
    104	   120.96	     0.00	     47588	CXO J073706.4+653451	 07 37 06.41	+65 34 51.92	   0.51	FALSE	FALSE	   3.35	2.786e-15	2.296e-15	3.270e-15	         	         	         
    104	   123.35	     0.00	     47515	CXO J073707.4+653455	 07 37 07.40	+65 34 55.85	   0.28	FALSE	FALSE	  20.07	1.918e-14	1.829e-14	2.005e-14	         	         	         
    104	   125.72	     0.00	     47586	CXO J073700.7+653417	 07 37 00.79	+65 34 17.76	   0.27	FALSE	FALSE	  12.45	1.225e-14	1.156e-14	1.296e-14	         	         	         
    104	   134.73	     0.00	     47129	CXO J073632.9+653457	 07 36 32.96	+65 34 57.89	   0.51	FALSE	FALSE	   7.76	8.110e-15	7.025e-15	9.206e-15	         	         	         
    104	   134.94	     0.00	     47709	CXO J073713.1+653558	 07 37 13.10	+65 35 58.04	   0.41	FALSE	FALSE	   4.43	1.734e-15	1.415e-15	2.049e-15	         	         	         
    104	   139.59	     0.00	     47639	CXO J073632.5+653452	 07 36 32.54	+65 34 52.88	   0.73	FALSE	FALSE	   3.45	2.771e-15	2.106e-15	3.432e-15	         	         	         
    104	   158.21	     0.00	     47628	CXO J073653.8+653331	 07 36 53.86	+65 33 31.73	   0.62	FALSE	FALSE	   3.99	3.943e-15	3.270e-15	4.610e-15	         	         	         
    104	   159.44	     0.00	     47596	CXO J073717.0+653557	 07 37 17.07	+65 35 57.85	   0.24	FALSE	FALSE	  21.60	3.963e-14	3.829e-14	4.098e-14	         	         	         
    104	   162.84	     0.00	    224098	CXO J073625.5+653539	 07 36 25.55	+65 35 39.86	   0.25	FALSE	FALSE	  86.76	1.293e-12	1.283e-12	1.302e-12	6.025e-13	5.541e-13	6.514e-13
    104	   175.36	     0.00	     47725	CXO J073718.0+653509	 07 37 18.01	+65 35 09.65	   0.76	FALSE	FALSE	   3.22	1.336e-15	8.703e-16	1.870e-15	         	         	         
    104	   176.77	     0.00	     47702	CXO J073714.8+653428	 07 37 14.88	+65 34 28.95	   0.23	FALSE	FALSE	  15.38	3.093e-14	2.970e-14	3.217e-14	         	         	         
    104	   177.28	     0.00	     47668	CXO J073648.5+653312	 07 36 48.55	+65 33 12.81	   1.68	FALSE	FALSE	   3.02	9.658e-16	0.000e+00	2.329e-15	         	         	         
    108	   130.07	     0.00	    219533	CXO J081929.0+704219	 08 19 28.98	+70 42 19.40	   0.42	FALSE	FALSE	  54.06	4.435e-12	4.354e-12	4.517e-12	4.880e-12	4.776e-12	4.985e-12
    109	     0.04	     0.86	     59480	CXO J132157.6-363748	 13 21 57.61	-36 37 48.88	   0.60	 TRUE	FALSE	   3.76	2.148e-15	1.622e-15	2.754e-15	         	         	         
    109	     3.46	     0.00	     59464	CXO J132157.3-363751	 13 21 57.38	-36 37 51.00	   0.43	 TRUE	FALSE	  10.64	1.740e-14	1.578e-14	1.904e-14	         	         	         
    109	   109.50	     0.00	     59462	CXO J132204.8-363854	 13 22 04.89	-36 38 54.51	   0.64	FALSE	FALSE	   4.42	9.647e-15	7.584e-15	1.199e-14	         	         	         
    109	   125.50	     0.00	     59467	CXO J132155.4-363546	 13 21 55.43	-36 35 46.17	   0.80	FALSE	FALSE	   4.72	5.730e-15	4.591e-15	7.001e-15	         	         	         
    109	   130.63	     0.00	     59482	CXO J132155.3-363541	 13 21 55.36	-36 35 41.10	   1.00	FALSE	FALSE	   3.36	1.330e-15	9.030e-16	1.811e-15	         	         	         
    109	   137.40	     0.00	     59483	CXO J132153.9-363538	 13 21 53.94	-36 35 38.79	   1.02	FALSE	FALSE	   3.60	3.911e-15	2.863e-15	5.111e-15	         	         	         
    109	   164.62	     0.00	     59468	CXO J132155.1-363506	 13 21 55.14	-36 35 06.99	   0.78	FALSE	FALSE	   5.59	6.231e-15	5.045e-15	7.430e-15	         	         	         
    109	   171.07	     0.00	     59465	CXO J132210.9-363648	 13 22 10.91	-36 36 48.69	   0.76	FALSE	FALSE	   6.38	1.023e-14	8.586e-15	1.187e-14	         	         	         
    109	   171.96	     0.00	     59469	CXO J132157.8-363456	 13 21 57.87	-36 34 56.97	   0.95	FALSE	FALSE	   4.52	6.230e-15	4.786e-15	7.689e-15	         	         	         
    109	   176.03	     0.00	     59466	CXO J132144.3-363634	 13 21 44.36	-36 36 34.57	   0.65	FALSE	FALSE	   6.96	1.101e-14	9.375e-15	1.267e-14	         	         	         
    123	    60.00	     0.00	    220020	CXO J082354.9+710256	 08 23 54.93	+71 02 56.00	   0.57	FALSE	FALSE	   4.77	1.076e-14	8.617e-15	1.313e-14	         	         	         
    123	    62.12	     0.00	    220019	CXO J082342.3+710155	 08 23 42.36	+71 01 55.38	   0.65	FALSE	FALSE	   4.09	2.994e-15	2.226e-15	3.824e-15	         	         	         
    123	    83.66	     0.00	    220018	CXO J082337.9+710152	 08 23 37.96	+71 01 52.09	   0.60	FALSE	FALSE	   5.25	7.933e-15	6.414e-15	9.573e-15	         	         	         
    123	   103.38	     0.00	    220015	CXO J082347.8+710018	 08 23 47.89	+71 00 18.78	   0.75	FALSE	FALSE	   3.94	4.730e-15	3.470e-15	6.113e-15	         	         	         
    123	   111.65	     0.00	    220016	CXO J082411.4+710037	 08 24 11.44	+71 00 37.82	   0.67	FALSE	FALSE	   4.70	5.328e-15	4.161e-15	6.588e-15	         	         	         
    123	   121.27	     0.00	    220021	CXO J082416.2+710259	 08 24 16.28	+71 02 59.69	   0.59	FALSE	FALSE	   5.82	1.109e-14	9.216e-15	1.309e-14	         	         	         
    123	   127.00	     0.00	    220022	CXO J082413.7+710324	 08 24 13.74	+71 03 24.76	   0.55	FALSE	FALSE	   6.79	1.438e-14	1.227e-14	1.652e-14	         	         	         
    124	    47.82	     0.00	    235098	CXO J094723.6+675510	 09 47 23.69	+67 55 10.57	   0.71	FALSE	FALSE	   3.54	1.758e-14	1.299e-14	2.293e-14	         	         	         
    124	    48.55	     0.00	    235100	CXO J094713.5+675546	 09 47 13.52	+67 55 46.31	   0.41	FALSE	FALSE	  21.84	3.807e-13	3.634e-13	3.981e-13	         	         	         
    124	    67.47	     0.00	    235099	CXO J094705.8+675539	 09 47 05.85	+67 55 39.20	   0.53	FALSE	FALSE	   5.93	2.364e-14	1.970e-14	2.786e-14	         	         	         
    124	   159.74	     0.00	    235097	CXO J094733.7+675257	 09 47 33.78	+67 52 57.25	   0.77	FALSE	FALSE	   4.38	1.198e-14	9.430e-15	1.490e-14	         	         	         
    125	    32.20	     0.00	    225141	CXO J083411.3+661033	 08 34 11.33	+66 10 33.77	   0.43	FALSE	FALSE	  10.11	3.597e-14	3.240e-14	3.959e-14	         	         	         
    125	    66.02	     0.00	    225142	CXO J083409.1+661158	 08 34 09.15	+66 11 58.96	   0.53	FALSE	FALSE	   6.12	9.972e-15	8.257e-15	1.170e-14	         	         	         
    125	   105.76	     0.00	    225150	CXO J083355.1+660937	 08 33 55.11	+66 09 37.71	   0.71	FALSE	FALSE	   3.58	2.432e-15	1.553e-15	3.318e-15	         	         	         
    125	   107.49	     0.00	    225143	CXO J083416.5+661225	 08 34 16.53	+66 12 25.45	   0.72	FALSE	FALSE	   4.37	5.932e-15	4.456e-15	7.402e-15	         	         	         
    125	   130.55	     0.00	    225144	CXO J083409.3+661303	 08 34 09.39	+66 13 03.88	   0.74	FALSE	FALSE	   4.64	6.810e-15	5.253e-15	8.364e-15	         	         	         
    125	   139.81	     0.00	    225151	CXO J083347.3+660942	 08 33 47.34	+66 09 42.88	   0.96	FALSE	FALSE	   3.06	5.337e-15	3.690e-15	7.272e-15	         	         	         
    125	   157.37	     0.00	    225145	CXO J083355.7+661315	 08 33 55.75	+66 13 15.29	   0.89	FALSE	FALSE	   3.95	7.900e-15	5.867e-15	1.019e-14	         	         	         
    125	   158.78	     0.00	    225160	CXO J083345.8+661226	 08 33 45.85	+66 12 26.20	   0.92	FALSE	FALSE	   3.63	3.118e-15	2.145e-15	4.218e-15	         	         	         
